,Area_Per,PowerLoss,Red_mean,Red_std,Red_kurtosis,Red_skew,Green_mean,Green_std,Green_kurtosis,Green_skew,Blue_mean,Blue_std,Blue_kurtosis,Blue_skew
0,0.0766,0.871656338755,160.62068171349608,17.03205219915449,6.20516572296075,-1.8735651519525676,172.44518654997697,17.50965026017764,6.8277614596484035,-2.0198226313427705,183.97005988023952,18.659141028978205,6.0975773483874605,-1.7762352281497682
1,0.22092,0.658676864705,166.32039324426518,29.955650691741806,1.2271368433605891,-1.1126396005508181,184.18275775144946,32.0900803131939,1.3653874394957697,-1.1365823162071012,201.8568187547265,32.97150144442996,1.8257203096902224,-1.1473614543641684
2,0.03141,0.188745245958,127.22916666666667,34.44429253438724,2.423502734608597,-0.1941218125851385,141.85763888888889,34.72436920445606,4.782615653630098,-0.8572773034751345,168.59722222222223,37.38251400581643,6.30389967691141,-1.5648107556866706
3,0.07437,0.845329524197,129.17151379567488,20.224772574064424,6.21069796467207,-1.4709807664081436,108.55704697986577,14.274314941321249,20.562414572301424,-2.346365671084195,98.35346756152126,18.062375485655714,4.804764699414932,-0.33060181215097395
4,0.14572,0.14254153713,140.35626911314984,20.876255086759592,4.59689531842544,0.88264707483278,149.2599388379205,20.947247357629177,6.207381034841125,0.7817760355498499,168.0630733944954,22.355093975196638,5.914430077418782,0.392585798140189
5,0.14137,0.755170665183,146.72265932336742,19.723636158117163,8.537157903355668,-1.9552751817391116,137.9063729346971,17.94111046814648,12.855388076208824,-2.0940524201190343,124.94099134539732,17.834023088048284,7.591290343654586,-0.3945046208990092
6,0.05172,0.122994972468,139.26616379310346,20.392729686744246,4.448847335173124,1.1088025587226416,146.72844827586206,20.3835413915521,5.526425414855142,1.0404385971061063,164.53771551724137,22.427053205242853,4.541571329451851,0.6539713738634899
7,0.00636,0.057408823607,126.49122807017544,19.534605198115205,2.714132069468503,1.6814766312571725,119.6842105263158,20.98968660259073,3.5796317176793817,2.0468984070639467,115.67543859649123,22.740139800383076,3.1483049378061745,1.9572780908675196
8,0.25278,0.660615711253,175.52238147739803,36.399315083394804,-0.432027238582231,-0.6711722423223815,191.71422271223815,38.39837496743886,-0.44469157464500997,-0.6824478268608958,207.57905181918412,38.08241341708613,-0.15267734198267213,-0.7453538998381273
9,0.03503,0.0828009927981,159.20662460567823,25.40864542057074,10.077870818703698,-1.4182576534566467,170.49684542586752,26.72498369420648,13.691618700311228,-1.88568021107062,190.17665615141956,29.821927192924083,13.097296151687747,-1.8817057633866405
10,0.01283,0.499773960217,130.98695652173913,19.644554602226258,0.47244447696276604,0.18849419286545163,117.19565217391305,15.309871162405377,6.7494722906591225,1.079294287851808,113.5,16.90504169715676,6.132898707765795,1.4177454980106465
11,0.01305,0.398387596899,119.46186440677967,18.282233755760224,9.365446318146686,-2.0408313892924275,106.16949152542372,15.72151989716792,16.84287580111017,-2.5879952127785226,106.69491525423729,15.398386705379606,11.548830496939303,-1.7011415291447196
12,0.02499,0.409412621864,111.48883928571429,13.799419646539986,-0.13922826216675288,-0.5682569975879287,101.08258928571429,12.185869322815766,0.13082565016822834,-0.24868890652047063,100.75892857142857,12.847835793094747,-0.22753724539943354,0.06273248646062016
13,0.02259,0.388466884767,118.37956204379562,19.90652048849939,10.593490270155701,-2.3986903863069498,105.338199513382,17.580955623946952,15.879657943455786,-2.891563820224432,103.49148418491484,17.555939110184454,13.014855952220383,-2.4876012385883586
14,0.05261,0.532694936012,140.34915611814347,28.952154429736424,1.6999453718387123,-1.3865951995735657,132.79535864978902,26.327423485844864,3.133172664020492,-1.5887968403683144,119.36497890295358,22.02237348380765,4.3945780482803265,-1.1737923072123804
15,0.04653,0.0497054544931,130.26872770511295,33.020500740151924,1.711732084817866,0.56012833583688,154.11890606420928,30.57374681851549,4.832955868541658,-0.15829125545485592,181.99524375743164,30.921633541871234,8.199399846484765,-1.2546513730670612
16,0.02332,0.408470037961,121.02142857142857,16.442454279124163,7.965261985288823,-1.6027985000049245,109.3047619047619,14.106144429205182,15.702313340116898,-2.166831244408545,106.01666666666667,15.006735260362367,10.591097635043411,-1.4795004943010048
17,0.0395,0.142368996551,154.67085076708508,25.73419328477533,10.89495360274548,-1.755855069118107,166.90516039051604,27.493362985234693,15.072753850855442,-2.318208972539208,187.7154811715481,31.52869358299204,13.527502585008314,-2.174969927884452
18,0.01333,0.518644103493,124.6234309623431,17.736107037087024,0.7520061744633462,0.4037297228866756,114.24267782426779,14.510697927237453,6.46276731975116,1.2493549962820432,107.4142259414226,15.900842275498787,5.587767108070963,1.4122923091491597
19,0.24647,0.813981333432,174.38478949751018,20.433131663826533,3.9956419876524913,-1.661757136664836,183.61000452693526,20.848094870041617,3.851981390164257,-1.7229436473203232,192.47827071072885,21.475086969355512,3.377501198561215,-1.4221660754612753
20,0.00921,0.483093143464,124.43975903614458,17.477506644145592,9.367904026495648,-1.9739585560295696,114.0,14.238502019490538,21.8353449161198,-3.1870651585207734,112.66265060240964,14.864672365732517,16.570950334901298,-2.403744469546203
21,0.00257,0.0442227838287,156.3913043478261,35.64101097774961,-0.8718927052136647,0.6249783953717919,162.32608695652175,34.34736515926284,-0.8927331099754188,0.6188678870668501,182.34782608695653,33.81356647682699,-0.8525966416231814,0.5407995869955303
22,0.00324,0.00155661078609,144.8135593220339,38.91079523263835,1.0194910370331893,-0.10808804715966475,153.96610169491527,37.874890435236686,2.650834984266206,-0.4765498118468873,170.57627118644066,37.096851431030494,5.647100709985251,-1.2133520282160357
23,0.0443,0.524864657692,123.61021170610212,16.813421826159335,20.555343073792486,-3.3605494521433537,106.5840597758406,13.524162039131513,39.76266197994594,-5.1966836234752884,107.72851805728519,15.067090185091773,20.223660110658823,-3.167651112554664
24,0.01177,0.028112004112,175.5781990521327,30.571915039356767,-0.7948400325342115,-0.48755933190577283,182.739336492891,31.9213090149512,-0.8916660930280305,-0.5472219331268883,199.83412322274881,35.805371351184036,-1.0129174045476899,-0.5605927913987712
25,0.00876,0.0481884662109,145.15286624203821,26.95009911119304,-0.5082026948345071,0.7378367375323235,151.48407643312103,27.718467502867718,-0.6909203525402963,0.7194226575471946,170.27388535031847,30.088534216100985,-0.913333956582866,0.5705968266298408
26,0.03213,0.471674010442,164.75,27.29546981485743,6.53232373578099,-0.539401648667118,174.97413793103448,27.763366214621417,9.508494830444539,-1.0379186195095456,193.38275862068966,29.185584171376366,11.269049915590308,-1.4724643075938626
27,0.08022,0.887528078473,126.30455801104972,17.30201122656565,12.768632711398931,-2.1643939037790316,105.98411602209944,12.874088356624059,32.347892353077064,-3.4082530463808722,94.30732044198895,17.05609534448255,5.372327792478986,-0.5668790550728259
28,0.04385,0.065570317653,116.28481806775407,27.81666873199991,3.719401057066409,0.37031166111685526,137.56461731493098,28.062216282671958,7.11114863369567,-0.7346973091151837,168.76537013801757,30.958204799962125,10.291790903464214,-1.7654378080504416
29,0.06784,0.785162513769,158.25613747954174,35.66080461883792,0.6045204721245514,-0.1741807297821557,171.72176759410803,38.096154951388385,0.9207397152483492,-0.11220432149562225,189.52045826513913,38.40105133311909,1.445177562344342,-0.16556192333100972
30,0.01261,0.106214879208,139.20704845814979,23.482983690461108,7.189678265636898,0.8304860550407046,134.21145374449338,24.69459715653672,6.738515672398577,1.059968926001658,132.48898678414096,26.48170530221726,4.646739797389662,0.8751450328052617
31,0.23665,0.655402705127,164.15176470588236,30.71590931620139,0.38924455030101246,-0.8471574956418718,179.732,32.26813306180135,0.7480378715255234,-0.8989065631905852,197.8915294117647,33.2005137985006,1.267449459285511,-0.9563213086814563
32,0.0593,0.545629788081,142.93808630393997,24.648445899657627,2.6112112292991325,-1.2853087147255415,137.66791744840526,22.785121597372896,4.097301668928696,-1.39872360921695,125.26454033771107,19.73557372340839,5.70561692655121,-0.5954586999125047
33,0.00881,0.234412974759,137.4,37.708619704253294,1.22428193411442,0.39403411055490933,147.04375,36.843307885388086,2.5215648753612223,0.10494079314052225,175.525,36.0300135303888,5.435860908045834,-0.9793038801775078
34,0.01411,0.219832221983,118.8740157480315,15.280831554847596,10.129349413452088,-1.6309278721136158,110.71259842519684,14.114829930142548,13.713651836510465,-1.7464417584508718,107.69685039370079,13.811392290754544,13.00117210812343,-1.3012422843698739
35,0.07314,0.0991272735484,137.57545731707316,19.25903592420673,4.233062401749751,1.1935929606527633,146.1920731707317,19.140876909710663,4.94354994578259,1.0358747127116705,165.15853658536585,21.194565866010596,4.150478045475521,0.7333695275270163
36,0.01155,0.513236375983,124.42028985507247,14.041765648403326,-0.6259810288507168,-0.22073383609792918,115.08212560386474,11.023822220599053,1.0197251430134777,0.2235221434933139,113.92753623188406,10.756396376666874,2.0640539964121034,0.7485890295484181
37,0.24541,0.82535795624,173.89247556262788,20.30591310570407,4.442813090703374,-1.75002580937682,182.64105478517845,20.572860918917748,4.782477118264263,-1.8894828555732084,191.64196408274609,21.163148568634707,4.060199009116191,-1.5764889055799327
38,0.02382,0.39408343236,120.11162790697675,17.01098426670285,10.992114423826395,-2.0608833381715086,108.06046511627908,15.200246930902505,15.069349480455642,-2.2887206088551677,105.11162790697675,16.73685821566623,9.057095335915445,-1.591629045260483
39,0.00541,0.0640301318267,153.38144329896906,28.772998259561394,-1.1767172861698152,0.32972139609420026,159.68041237113403,29.66880634493142,-1.2836196135254672,0.28963371348108913,177.95876288659792,33.47561584499245,-1.3109077206870923,0.23156557569975583
40,0.1118,0.67455246689,144.60188866799206,17.120815473471783,15.488641841309644,-2.972611457962397,135.5437375745527,15.222392980683734,26.09705106087976,-3.9731826611304895,122.04224652087476,14.329816560823856,17.4752385477357,-2.450337345873785
